x,y,z
-0.064580426,-0.002760697,-0.120512047
-0.094320242,0.002180267,-0.233199684
-0.130823488,-0.004796002,-0.306249138
-0.17202092,-0.005881459,-0.293992883
-0.151276311,-0.023040684,-0.233361597
-0.095519973,-0.009005729,-0.149115041
-0.0264148,0.005544775,-0.125468208
0.05066285,0.010081249,-0.092502927
0.067941537,0.021732524,-0.050109893
0.100108361,0.037347442,-0.014479776
0.109059071,0.040113399,-0.00279986
0.085583284,0.017021862,0.078734514
0.037201238,-0.033307811,0.159665661
0.02336798,-0.064566288,0.223183317
0.024294849,-0.090644732,0.223866623
0.047377216,-0.06662439,0.138438749
0.029547947,0.025066052,0.058527008
0.093900811,0.137415251,-0.004379823
0.182884222,0.261285961,-0.080890231
0.245404099,0.33840018,-0.106560679
0.238662772,0.392758962,-0.042192544
0.255005383,0.378515917,-0.02690905
0.249950145,0.301217574,-0.052431614
0.167975919,0.200804896,0.023410102
0.036655441,0.047646717,0.124020932
-0.097205369,-0.062976388,0.178428814
-0.176511144,-0.109712421,0.202436297
-0.195705674,-0.134960259,0.180142048
-0.172222653,-0.098242348,0.088863694
-0.117816342,-0.049976037,-0.052002574
-0.048615562,-0.00702946,-0.165175949
0.01412172,0.070796122,-0.235135621
0.075675273,0.13116262,-0.280576937
0.111934115,0.175360074,-0.311358444
0.065679656,0.106683428,-0.220778009
-0.084374347,0.023525252,-0.09960253
-0.229675163,-0.036497547,-0.038849663
-0.320791677,-0.092228786,-0.048843234
-0.28321872,-0.079590254,-0.140923551
-0.158690788,-0.030329672,-0.231179576
-0.013073599,-0.008670798,-0.218592482
0.10516579,0.034082302,-0.116005968
0.180929106,0.059144847,-0.010443068
0.209382244,0.073828037,0.053891165
0.147000935,0.05329729,0.022558453
0.002096899,0.038299628,-0.012483634
-0.128394763,0.018908699,-0.060974985
-0.158792934,0.007302432,-0.104216161
-0.13311054,0.023373277,-0.094777302
-0.054048511,0.044229602,-0.11160218
-0.003710326,0.056002458,-0.105202834
0.053805898,0.075586279,-0.05209376
0.058588419,0.101329208,0.007279636
0.051900575,0.096605686,0.038702363
0.010349398,0.066565353,0.036720834
-0.028361514,0.050526657,0.029516602
-0.086462003,0.016198855,0.02864508
-0.084463048,0.020496845,0.032356209
-0.005887816,0.025671617,0.082298929
0.081536274,0.003217793,0.118023737
0.08618388,0.005412673,0.153704123
0.072841803,-0.005792027,0.106332131
0.099953462,-0.011288871,0.057520461
0.088584073,0.011033435,0.065837039
0.087511585,0.005007599,0.050875616
0.072930431,-0.027503508,0.063092708
0.036245691,-0.075710198,0.066128715
0.009267887,-0.092699911,0.049719432
-0.038300139,-0.079438863,0.044327218
-0.112218449,-0.070285835,0.001566519
-0.136492474,-0.045037996,-0.04238076
-0.100894981,-0.007006079,-0.085976156
-0.02884769,0.04989245,-0.168600663
0.033849736,0.090768066,-0.217338098
0.089222554,0.128537533,-0.162546185
0.102011126,0.158625797,-0.102975221
0.134894793,0.132553198,-0.076256141
0.16068799,0.039841597,-0.01413257
0.072748973,-0.030039749,0.078699443
-0.003233648,-0.054665072,0.136631992
0.026024814,-0.082720369,0.135222125
0.068377407,-0.066558923,0.097929628
0.120200972,-0.0018769,0.076626144
0.158897417,0.059676178,0.037824411
0.154112849,0.091624391,0.004984218
0.08994305,0.070810151,0.011783377
0.037186296,0.050960372,0.057409986
-0.022679705,0.037371407,0.037478375
-0.081526629,0.029096915,-0.063119012
-0.123106484,0.009997662,-0.133975924
-0.15891024,-0.018313071,-0.116478846
-0.156694902,-0.032987493,-0.073277418
-0.145038586,-0.021581133,0.019341245
-0.103588531,-0.035378772,0.088488431
-0.061049329,-0.02937807,0.074503745
-0.026945875,0.017328736,0.032883448
-0.006427914,0.037514615,-0.009356442
0.000105689,0.032286651,-0.037595863
-0.010438538,0.014694296,-0.03357143
-0.081680577,0.010146715,0.050796706
-0.112103371,-0.002348024,0.076731358
-0.132593165,-0.050211599,0.060216276
-0.214320138,-0.054933367,0.001647183
-0.191624067,-0.077279639,-0.035288756
-0.158876411,-0.057409402,-0.0091881
-0.116419334,0.004323708,0.058418287
-0.000705153,0.0660311,0.109347679
0.081453162,0.124264093,0.116368956
0.134191247,0.171301739,0.061198273
0.134162021,0.193194421,-0.013359832
0.1358221,0.182141112,-0.018792379
0.080296978,0.07480828,0.03955635
-0.039694041,0.00479834,0.125829443
-0.174189386,-0.04348726,0.227301274
-0.261269375,-0.122642629,0.249606629
-0.317999891,-0.162579503,0.16314532
-0.325118382,-0.133815181,0.019144261
-0.278432436,-0.089419574,-0.0784405
-0.158460669,-0.05331015,-0.103133627
-0.049023303,0.010145546,-0.019784312
0.036608533,0.068737436,0.094731709
0.089733901,0.080936408,0.181050979
0.064482117,0.036473581,0.173946116
0.042530653,-0.016602175,0.118666711
-0.000216127,-0.0502531,-0.010834698
-0.025719694,-0.06639701,-0.17277298
-0.05122253,-0.071481766,-0.255595056
-0.071596588,-0.043417117,-0.266892695
-0.067373089,-0.034308512,-0.191574711
-0.051848809,-0.005368249,-0.07549334
-0.035526364,0.014165888,0.027829087
-0.007676015,0.034105099,0.058881228
-0.020835246,0.047412324,0.028310149
-0.058102681,0.050316229,-0.075471128
-0.058601023,0.029688451,-0.182057526
-0.046683791,-0.01730594,-0.190209268
-0.032569779,-0.065717796,-0.096617961
-0.035679216,-0.051004796,0.100666944
-0.035386261,-0.049987727,0.296196531
0.000423048,-0.074952073,0.404819987
0.020140834,-0.088205522,0.378693028
0.00553608,-0.061587564,0.23328444
-0.022667905,-0.02802081,0.001881576
-0.04014668,-0.000545943,-0.117210667
-0.033950273,0.015270634,-0.067815645
0.01647464,0.079985975,0.012306524
0.094858916,0.140952778,0.081548402
0.192318881,0.16188626,0.070291095
0.239619707,0.141477094,-0.026056817
0.134753923,0.111604518,-0.127606389
-0.014772256,0.048154667,-0.18987083
-0.151331914,-0.028548634,-0.206385327
-0.184532063,-0.08143559,-0.169243052
-0.219283789,-0.079787238,-0.063479077
-0.165644334,-0.041498132,0.042961774
-0.007237806,-0.022692893,0.002822656
0.108024504,0.019986557,-0.053163435
0.117583921,0.068942019,-0.09556816
0.088760343,0.073314243,-0.097654319
0.037104938,0.040191725,-0.055377019
-0.016119835,0.051224576,-0.029296822
-0.01503193,0.0211141,-0.019236031
0.007138327,-0.00061784,-0.000523147
0.008036043,0.001679916,0.041834232
0.035664274,-0.005336685,0.058327101
0.060966327,0.030173604,0.054760933
0.096591073,0.052803954,0.035270051
0.129611847,0.092034141,0.013503625
0.143440612,0.099025607,-0.013225977
0.116891044,0.09913199,0.004210896
0.093059063,0.060237319,0.041952305
0.068620897,0.033081601,0.04833996
0.060658796,-0.017300679,0.056381812
0.034887956,-0.029827568,0.092031218
-0.02097944,-0.060386372,0.069480948
-0.105893593,-0.112144616,0.044765024
-0.168673472,-0.117163321,-0.007180267
-0.172822591,-0.078335286,-0.034131987
-0.084082414,-0.042428106,-0.124590841
-0.026619127,0.001353168,-0.220553553
0.023644458,0.032092005,-0.251225755
0.064675776,0.027393618,-0.150908939
0.062671451,0.044182841,-0.05338906
0.04906495,0.039932197,0.051374798
0.022964367,0.027190205,0.109015671
-0.02727697,0.030622517,0.061797408
0.007473149,0.009789573,-0.034352936
0.069066303,0.020721886,-0.110197574
0.096158527,0.038527591,-0.131145085
0.128837027,0.049015083,-0.139779058
0.195298225,0.100005266,-0.116917822
0.238738833,0.143720489,-0.086415716
0.206831829,0.162146372,-0.048842065
0.121837743,0.166180158,0.007626842
0.053480246,0.129392104,0.003138298
0.012685002,0.088121351,-0.048937342
-0.021199367,0.002429273,-0.096786304
-0.014461693,-0.049933951,-0.045073652
-0.013193682,-0.048263388,0.076909052
-0.011413374,-0.055641223,0.194678522
-0.003579795,-0.073490184,0.278588393
0.004026223,-0.059390931,0.301964593
0.047310983,-0.029575639,0.276829567
0.08430899,0.008719898,0.177876441
0.072316427,0.009812369,0.079617142
0.034179917,-0.010837036,-0.029898295
0.013351247,0.008556231,-0.098920977
0.000856361,0.060118661,-0.138460376
-0.037153453,0.081616791,-0.130035078
-0.099055527,0.08565876,-0.090116909
-0.148774375,0.04867606,-0.068212535
-0.194563956,0.02240297,-0.050097033
-0.182549803,-0.008092706,-0.021035774
-0.182217904,-0.030313305,0.016014731
-0.18150128,-0.06297405,0.021649522
-0.149979695,-0.091133392,0.010016952
-0.128700943,-0.068993457,-0.016848259
-0.112850938,-0.010987842,-0.025288755
-0.033751974,0.015982582,-0.067164488
0.044732218,0.047189037,-0.058565002
0.103984837,0.074854458,0.025647651
0.087764281,0.064177581,0.080125092
-0.019184703,0.028379707,0.073539283
-0.104553759,-0.034242461,0.025009938
-0.178185397,-0.079562197,-0.037867082
-0.232468301,-0.068951371,-0.035726562
-0.280784698,-0.075533088,-0.062643795
-0.26296869,-0.052525137,-0.141684014
-0.204348633,-0.000288754,-0.210485163
-0.108106337,0.016823125,-0.205466458
-0.050109527,0.030135611,-0.123325935
-0.031481764,0.027290743,-0.042735564
-0.063256009,-0.00838029,-0.032234629
-0.097233938,-0.02704349,-0.048238253
-0.119226135,0.004112696,-0.118862526
-0.100118626,0.041620881,-0.232479553
-0.036364349,0.081689857,-0.260086522
0.049078832,0.109452308,-0.181996736
0.089476017,0.120976742,-0.053458618
0.088474073,0.084828739,0.078437577
0.010979477,0.066185998,0.198229493
-0.076303232,0.023887656,0.178668468
-0.136060622,-0.016629648,0.08841595
-0.168222148,0.009538228,-0.053844403
-0.114919451,0.001614449,-0.248728677
-0.041420682,0.031178398,-0.283980608
-0.016297932,0.023906361,-0.139330145
0.002792188,-0.013168694,0.03215338
-0.024273039,-0.042552025,0.201850022
-0.048684974,-0.062770637,0.277635623
-0.091336842,-0.070659344,0.2780179
-0.110886287,-0.079250062,0.198918644
-0.091438988,-0.048836804,-0.001952303
-0.024115473,0.011543723,-0.164399704
0.08100582,0.085043259,-0.162930801
0.189061779,0.145978497,-0.024863808
0.253229057,0.169988318,0.10165011
0.220979925,0.147696991,0.148197342
0.140563084,0.097546767,0.133927993
0.057246357,0.04725275,0.080853406
-0.027685587,0.01963409,0.013486674
-0.103002292,0.047870589,-0.043327685
-0.096865251,0.025090602,-0.085529581
-0.067801799,-0.004640519,-0.105225046
-0.019075507,-0.010727146,-0.051665305
0.023281105,-0.039136663,0.030856326
0.053314315,-0.057976388,0.113220136
0.026273163,-0.073117843,0.145392806
-0.00106478,-0.078074004,0.138128952
0.000791735,-0.062053428,0.121489368
0.044057826,-0.028600072,0.045721887
0.116478992,0.028411855,-0.049811202
0.186410205,0.060032152,-0.094630002
0.211664692,0.066444941,-0.156624394
0.163896102,0.07174071,-0.235291688
0.080831559,0.043652679,-0.252708687
0.009028489,0.028293782,-0.236964005
-0.035688422,0.04162205,-0.226433259
-0.012672946,0.059825231,-0.231511585
0.002124153,0.120549456,-0.239541162
0.075811722,0.137868256,-0.179660986
0.120051663,0.133225983,-0.088885906
0.133875386,0.110451841,-0.055954527
0.112453207,0.0501134,-0.046208793
0.086562906,-0.012482465,0.011911387
0.053925469,-0.043847325,0.113065238
0.013476591,-0.041246787,0.21755554
0.020009938,-0.026883915,0.220335526
0.060899728,-0.02809446,0.192787594
0.053134318,-0.022401801,0.143268069
0.026524252,-0.032363808,0.06777356
-0.013551373,-0.071534373,-0.015845804
-0.071101754,-0.109413145,0.013126608
-0.110016409,-0.141024674,0.04479542
-0.179158078,-0.11320377,0.097612233
-0.221423614,-0.064687284,0.06736381
-0.23381303,-0.030901334,-0.014041385
-0.19695571,-0.008464461,-0.120249597
-0.118663387,0.056289458,-0.244328396
-0.037351679,0.082086747,-0.312078575
-0.010059256,0.058929159,-0.290757555
-0.017055399,0.012640286,-0.181472419
-0.064232197,-0.030344869,-0.033063481
-0.090850849,-0.062823244,0.063031333
-0.109488731,-0.072810385,0.096914898
-0.118555689,-0.06166063,0.068171619
-0.116636886,-0.08998656,-0.005811901
-0.149897278,-0.072763038,-0.104271106
-0.169619923,-0.049803019,-0.156381233
-0.120214562,-0.037550271,-0.202629189
-0.067281209,-0.015651743,-0.160903679
-0.02975516,0.008958382,-0.050597384
-0.021093057,0.007020692,0.038145899
0.003834646,0.015053192,0.10926643
0.004563655,0.026842414,0.121179571
0.0139563,0.034008653,0.106710316
0.055259786,0.011109423,0.050482818
0.129774198,0.035547114,0.001938275
0.164403248,0.054048401,-0.058391399
0.163507906,0.056550739,-0.038768999
0.103005726,0.044314943,0.060853405
0.047543257,0.044396191,0.17809096
0.036258039,0.056218146,0.275651171
0.024976255,0.095626028,0.27028526
-0.013667035,0.080845807,0.209330148
-0.001497801,0.04989888,0.059410805
0.001447313,-0.00149813,-0.097695235
-0.016147344,-0.01610767,-0.154938048
-0.011519904,-0.029584406,-0.121457803
-0.020890666,-0.032033553,-0.038136546
-0.021588147,-0.044725277,0.047776481
-0.051920522,-0.027799861,0.090823011
-0.050008368,-0.029063013,0.111067927
-0.020171083,-0.035624856,0.076362524
-0.005627777,-0.029459319,-0.052350949
-0.022426242,0.026084289,-0.149950323
0.020108868,0.035765725,-0.190418527
0.024986594,-0.00798983,-0.130872113
-0.015985066,-0.061197104,0.01941431
-0.052193457,-0.094600776,0.189409058
-0.070890523,-0.09566636,0.328127208
-0.037660563,-0.084724694,0.308549816
0.040566659,-0.072392452,0.18349545
0.075030837,-0.017274375,0.081617961
0.087051749,0.024783144,0.0150982
0.105710601,0.009622984,-0.057747256
0.100840876,0.028935003,-0.044554012
0.097753541,0.028458033,0.009113865
0.076810195,0.028424715,0.057690557
0.032593708,0.056497548,0.069233695
-0.005023966,0.055697337,0.009093992
-0.053744742,0.051308162,-0.071817866
-0.080635489,0.039742228,-0.114368722
-0.084967198,0.025944004,-0.10954174
-0.058762241,0.010156068,-0.032505847
0.024173487,-0.033593058,0.050699675
0.044136554,-0.061192428,0.147186119
0.070291716,-0.070279989,0.185329679
0.103124567,-0.063437576,0.09970599
0.101826928,-0.007576573,-0.059789575
0.104612869,0.016477088,-0.206825472
0.137902267,0.081458971,-0.261299989
0.155300488,0.095962712,-0.24454993
0.140014766,0.05970365,-0.168498372
0.101605504,0.002694646,0.006280688
0.006438143,-0.057287237,0.175883221
-0.069745225,-0.089202717,0.221760006
-0.10153558,-0.106181908,0.147296594
-0.105192167,-0.069722356,0.008334113
-0.056925783,-0.023138884,-0.074705989
0.026263884,0.010481647,-0.106509825
0.10894414,0.024980712,-0.047670683
0.12119802,0.037127077,0.064901803
0.086691866,0.02982406,0.171862295
0.032414808,0.003907529,0.191450208
-0.024823877,-0.036492871,0.166561851
-0.088693963,-0.067635612,0.100516722
-0.10355346,-0.02862053,0.014294483
-0.106180447,0.003266308,-0.0020657
-0.11412768,0.014018588,0.036559506
-0.101776221,0.011016484,0.056809682
-0.118514151,-0.0113029,0.047634442
-0.12288506,-0.035652328,0.039407297
-0.119475251,-0.049922846,0.024596681
-0.077933646,-0.041679918,0.100393973
-0.037290853,-0.017877602,0.180101716
0.001986571,-0.02195698,0.219618902
0.030202575,-0.026983284,0.141115275
0.029499651,-0.00054419,0.057464347
0.03768756,0.023301381,0.076243866
0.043536542,0.021359014,0.061475921
0.072699472,0.001003624,0.056439096
0.049551126,-0.008248188,0.06662965
0.023323994,-0.024426585,0.068767831
0.062710248,-0.038430561,0.031775779
0.094752387,-0.0267372,0.011806758
0.069345449,-0.042917351,0.007575988
0.015398645,-0.070532503,0.031530864
0.040414958,-0.066209379,0.066612115
0.074707122,-0.041660044,0.090489249
0.131874312,-0.012301848,0.109330728
0.179257611,0.007910919,0.093953126
0.16897673,0.01768997,0.068231825
0.129462392,0.005939327,-0.008448679
0.111787382,0.028972412,-0.093493107
0.159800978,0.044437108,-0.124239543
0.187139195,0.118103817,-0.030952188
0.242451497,0.180171274,0.05480828
0.242489965,0.152459091,0.130852239
0.163419242,0.052944824,0.208487268
0.089619791,-0.066798577,0.246697464
0.018079262,-0.100013449,0.277041748
0.027263909,-0.079991236,0.242580091
0.112326658,-0.04907412,0.187058695
0.187423948,-0.011546061,0.171776955
0.227299465,0.006734861,0.14680618
0.197515408,0.02888941,0.064913494
0.127173788,0.017684125,-0.012173253
0.06928137,-0.03911562,-0.055251932
-0.003071407,-0.097466687,-0.029366964
-0.064585303,-0.108788876,0.037855391
-0.09504525,-0.107862993,0.017579496
-0.097952242,-0.103411275,-0.000315642
-0.078991558,-0.117905079,0.007342179
-0.041111525,-0.082997432,0.071086045
0.046507612,-0.073348729,0.153989954
0.093845391,-0.086312256,0.171844175
0.079387169,-0.130527245,0.143481419
0.030886849,-0.192371999,0.131284785
-0.024062647,-0.230378781,0.108177466
-0.035661644,-0.224660404,0.060533671
0.01874348,-0.139648709,0.066164371
0.146630275,-0.050019876,0.086801501
0.267025363,0.041581134,0.094852121
0.284278276,0.115229723,0.128031337
0.246809637,0.097560795,0.134037299
0.175839327,-0.007464929,0.102832013
0.073779759,-0.094113285,0.14948329
0.018481925,-0.157328158,0.224272866
0.060206668,-0.194690213,0.315534268
0.174057631,-0.141353175,0.409443555
0.353216714,-0.039385669,0.450324432
0.504877567,0.031235096,0.402380777
0.615902532,0.057214756,0.307772987
0.61658971,-0.037049335,0.209301507
0.449835333,-0.204468095,0.182273214
0.194633551,-0.395025738,0.218382639
0.045883215,-0.552838465,0.288157017
-0.039726701,-0.648967182,0.406374231
-0.130663585,-0.733178081,0.479808885
-0.195166708,-0.807611683,0.485789128
-0.284384421,-0.836901491,0.545201687
-0.306876074,-0.871450826,0.512166263
-0.233546835,-0.76055241,0.418705889
-0.190868956,-0.624739918,0.31289106
-0.176782983,-0.532643234,0.111939449
-0.203178658,-0.47452773,-0.05750994
-0.281604946,-0.423783046,-0.097417587
-0.419322925,-0.427608742,-0.054902972
-0.472643706,-0.433235934,0.052217094
-0.512926653,-0.46698389,0.148349902
-0.621620325,-0.523321279,0.136025258
-0.756708375,-0.562716301,0.136190678
-0.873193286,-0.551668252,0.187199565
-0.860700884,-0.556741318,0.240627204
-0.774252727,-0.588899959,0.217623929
-0.578148628,-0.618251725,0.210019299
-0.39594088,-0.597978168,0.358319517
-0.247344895,-0.620865123,0.599838117
-0.206413968,-0.708922176,0.867418794
-0.322401049,-0.755648856,1.154044363
-0.42286889,-0.851373668,1.384334882
-0.470208697,-1.010048565,1.564889602
-0.529079842,-1.08908703,1.608020888
-0.517396967,-1.177747895,1.352153445
-0.439678827,-1.172394843,0.902814517
-0.264877209,-1.024802482,0.444706592
-0.132307005,-0.836738409,0.221875157
0.006658928,-0.670988459,0.219679693
0.0435157,-0.640126873,0.332797538
-0.021559451,-0.678328301,0.563527617
-0.207328636,-0.748530549,0.826244487
-0.473883586,-0.840038035,1.096316397
-0.717141577,-0.920830066,1.308397305
-0.966588851,-0.934202758,1.480793269
-1.135993304,-0.877017228,1.540523807
-1.117386804,-0.754708945,1.490105287
-0.953754869,-0.634834611,1.393694246
-0.758350443,-0.496964018,1.26021575
-0.555310408,-0.445968575,1.181467792
-0.436343179,-0.467303039,1.227384325
-0.488068544,-0.481945897,1.375848793
-0.637890565,-0.555546555,1.546471902
-0.915219679,-0.672481913,1.611528603
-1.193126227,-0.797366768,1.529928179
-1.348726685,-0.911510449,1.247331134
-1.411770878,-1.020478773,0.949174702
-1.372818193,-1.141605153,0.606765286
-1.273423461,-1.257568451,0.280305719
-1.04836339,-1.327653794,0.105327337
-0.779028855,-1.330023446,0.14379823
-0.543644301,-1.300454237,0.338770767
-0.253787714,-1.353451668,0.487203671
-0.01343962,-1.493159998,0.544088172
-0.005274104,-1.617322384,0.618549247
-0.108480175,-1.709452971,0.732075673
-0.230494517,-1.763046614,0.746681706
-0.288535129,-1.780059708,0.526557192
-0.296389861,-1.75181678,0.325858679
-0.30767223,-1.744374062,0.262152222
-0.322631533,-1.798752134,0.247723884
-0.271775718,-1.804521365,0.246797417
