x,y,z
-0.229047314,-1.811923165,0.114025608
-0.262662656,-1.742790008,0.038562078
-0.229132142,-1.641739617,-0.005149638
0.019527634,-1.438256442,-0.042680619
0.444424925,-1.16199503,-0.087620416
0.885121405,-0.846904414,-0.111871644
1.233683279,-0.505177135,-0.157562552
1.437966373,-0.184141346,-0.311945304
1.466699861,0.062971128,-0.510413866
1.326519237,0.233736275,-0.616507512
1.157071602,0.275033331,-0.617238164
1.022735905,0.396541988,-0.552644988
0.991869788,0.671220514,-0.454927542
1.177645165,0.977327614,-0.457307715
1.525481136,1.189477496,-0.638051235
1.81025757,1.31356214,-0.842360925
1.927221716,1.369669812,-0.919236659
1.918361825,1.348219028,-0.848982389
1.845332683,1.202352175,-0.741249744
1.609964423,0.960465911,-0.574377512
1.252077744,0.67827394,-0.206371883
0.915105039,0.44661038,0.159025025
0.695554599,0.292252762,0.288610021
0.602747063,0.228890004,0.138293787
0.623394641,0.230291688,-0.103915717
0.616318711,0.333363355,-0.318903453
0.635360389,0.4910621,-0.392902755
0.713344157,0.595443681,-0.420548887
0.791697929,0.655256637,-0.317322321
0.850561109,0.729038497,-0.077973467
0.831972583,0.729956197,0.308625804
0.742010865,0.677446257,0.855382904
0.557194541,0.645040948,1.439240192
0.409446405,0.685462975,1.918684335
0.361815323,0.653953153,2.059332577
0.427456766,0.53948857,1.832070466
0.54724934,0.421921929,1.350906075
0.591526362,0.382151644,0.931859994
0.630869507,0.399861488,0.655811933
0.63896477,0.443074607,0.507418192
0.672210402,0.473410124,0.540133297
0.769927776,0.396884518,0.727178549
0.850167653,0.192263863,0.98807288
0.858584695,0.026420389,1.200819558
0.787938576,-0.089238372,1.217514673
0.698046489,-0.154527129,0.980800258
0.619549948,-0.158525844,0.575592733
0.594886267,-0.248320096,0.123881231
0.685567239,-0.405765159,-0.239907073
0.758151194,-0.563622894,-0.496037551
0.795792431,-0.665002371,-0.66690382
0.755079605,-0.75950144,-0.72097794
0.681230306,-0.824946264,-0.620528438
0.642527066,-0.72111238,-0.340078343
0.75505564,-0.673353435,-0.005706687
0.886139496,-0.77931264,0.284106864
0.885222454,-0.886393543,0.465350736
0.781522864,-0.992489527,0.504185786
0.73900255,-1.13690209,0.387221202
0.7038429,-1.299281686,0.147398885
0.635559199,-1.447604116,-0.105804892
0.454961517,-1.59452077,-0.437183211
0.15724859,-1.834126814,-0.750445442
-0.280632101,-1.922750269,-0.745480513
-0.713825365,-1.705975066,-0.581594604
-0.93256427,-1.345896722,-0.408301399
-0.911763766,-0.982182068,-0.249771464
-0.690978816,-0.674235478,-0.252121827
-0.55477294,-0.314675606,-0.336247386
-0.552973928,0.167680041,-0.396644279
-0.475494602,0.523296144,-0.478346996
-0.423268594,0.706936555,-0.59101885
-0.558134781,0.743157039,-0.699687315
-0.905210618,0.755142076,-0.881886295
-1.323882751,0.763112032,-1.106427456
-1.556979706,0.786362559,-1.353218444
-1.554432067,0.833425923,-1.609532461
-1.447624574,0.922320012,-1.760998449
-1.305605628,1.078060025,-1.813065321
-1.140167814,1.154066575,-1.736218813
-0.92987788,1.0953835,-1.441114754
-0.804394767,0.96194066,-0.88357381
-0.811979523,0.837243436,-0.138633395
-0.893218421,0.741126994,0.5099632
-1.000663043,0.625406858,0.919444749
-1.12854518,0.464559878,1.120629585
-1.18105322,0.304491481,1.060596849
-1.157578675,0.243197346,0.737194331
-1.052917108,0.263773686,0.368594243
-0.901062559,0.293805252,0.185895497
-0.768544724,0.28423429,0.197440973
-0.620308585,0.283677241,0.412393637
-0.410630427,0.22634558,0.74321666
-0.320622824,0.207083246,1.140170736
-0.360892948,0.248091548,1.452404209
-0.375723729,0.25937925,1.521123525
-0.405201607,0.341183673,1.358693076
-0.388178649,0.479661001,1.041636128
-0.276688478,0.575093552,0.647729164
-0.080687329,0.627505291,0.380835885
0.062293521,0.598068769,0.331989144
0.102709921,0.468333551,0.517624528
0.090744539,0.199464588,0.862550896
0.037271162,-0.023915129,1.236915539
0.022063875,-0.260046774,1.443983003
-0.121571201,-0.488828642,1.52461429
-0.424299764,-0.731785166,1.486365516
-0.655232599,-0.967340473,1.339521927
-0.747674005,-1.120792666,1.090711416
-0.665813322,-1.199751052,0.758586079
-0.488961694,-1.232307753,0.303603008
-0.424509899,-1.170311023,-0.113757897
-0.430045321,-1.041684643,-0.470189408
-0.480526824,-0.94256259,-0.618098581
-0.713420218,-0.971544354,-0.46238721
-1.008836705,-1.094989532,-0.171561851
-1.196803308,-1.192065174,0.08588497
-1.275885321,-1.22935884,0.215748199
-1.190890358,-1.164705458,0.139023271
-0.84632486,-1.07046124,-0.240655845
-0.390087661,-0.978372154,-0.648231853
0.09494769,-0.929932825,-0.92510409
0.494656289,-0.866394712,-1.029222636
0.777113377,-0.93797117,-0.828626999
0.855322698,-1.073599538,-0.47683133
0.726742934,-1.217235271,-0.247578338
0.504922831,-1.270388769,-0.323411285
0.355859228,-1.077444523,-0.73608257
0.352248234,-0.721103028,-1.212802257
0.532570571,-0.165630707,-1.595184787
0.850633371,0.481081973,-2.005310479
1.163810847,1.033123151,-2.366222351
1.339174428,1.474175312,-2.503191612
1.280430271,1.805430881,-2.398307926
1.22950044,1.904385176,-2.088243029
1.085059382,1.790294102,-1.653726408
0.943312531,1.480938814,-1.147684765
0.853311943,1.147390166,-0.658442281
0.811956654,0.81243282,-0.296079626
0.735051328,0.512657846,-0.082055767
0.612686346,0.383538714,0.016192425
0.582474529,0.329667423,0.027357963
0.553811913,0.307455591,0.07163608
0.43897119,0.357518722,0.117642629
0.298067951,0.437954195,0.176292386
0.21688144,0.607130612,0.271378316
0.200844059,0.796384771,0.316514512
0.23378764,1.011841878,0.171710319
0.274717835,1.182376724,-0.002059271
0.219908825,1.300226858,-0.039072366
0.232457634,1.354337803,-0.021947043
0.258599133,1.417815711,0.048891749
0.231243216,1.509510829,0.21857027
0.212773055,1.556454951,0.434162986
0.270745279,1.510086583,0.740664053
0.306268939,1.386720316,1.07328565
0.298847484,1.128864914,1.344828216
0.158817739,0.922933176,1.460743583
0.012827406,0.816891553,1.453887141
-0.168606581,0.729051941,1.386602242
-0.273710412,0.618138328,1.339049633
-0.243594821,0.519809471,1.317846101
-0.041252998,0.30628947,1.304184071
0.098473161,0.008671967,1.34405314
0.200719191,-0.259645792,1.339215637
0.203267195,-0.40141164,1.197109013
0.169411322,-0.491190695,0.830229758
0.195106758,-0.525122191,0.290083016
0.328576121,-0.507381951,-0.146145085
0.498566192,-0.596330985,-0.374174673
0.651564285,-0.760883834,-0.477196656
0.718680039,-0.893179843,-0.507361493
0.709286626,-1.033902903,-0.588889437
0.595868848,-1.159004031,-0.670441931
0.362810837,-1.160266599,-0.737601158
0.20016448,-1.111339194,-0.844442407
0.212393554,-1.095931781,-0.871481806
0.364702715,-1.050680435,-0.765879158
0.477266726,-0.966177274,-0.588294394
0.562193775,-0.960878583,-0.429229037
0.422337743,-1.044275244,-0.293554492
0.217665321,-1.243927463,-0.191406369
0.079328023,-1.515502178,-0.12712825
-0.080979955,-1.732858397,-0.039732291
-0.355966926,-1.746805089,0.068301383
-0.69068597,-1.577334657,0.078062898
-0.888366305,-1.365359548,-0.152840784
-0.901943579,-1.242975277,-0.557643235
-0.964649919,-1.039229651,-0.905764599
-1.112535053,-0.614096944,-1.083507769
-1.184184358,-0.202013103,-1.225309272
-1.122312789,0.086657124,-1.290771632
-1.166043282,0.383601258,-1.2793793
-1.268123747,0.662852499,-1.322850778
-1.380408794,0.882857186,-1.453047183
-1.473927474,1.020672835,-1.533182796
-1.516650472,1.059029745,-1.50415427
-1.6448294,1.109587966,-1.372213067
-1.76089119,1.251869947,-1.134948618
-1.76745011,1.400353704,-1.033108538
-1.753732112,1.541834889,-1.117108425
-1.63109752,1.557750251,-1.041697502
-1.406856218,1.50768186,-0.770731859
-1.164279268,1.496288944,-0.298081614
-0.840961141,1.461521582,0.297291925
-0.52050845,1.3743115,0.822853676
-0.330552791,1.303560971,1.205220424
-0.327341574,1.259672145,1.402279119
-0.389850893,1.172543312,1.302853699
-0.465839542,1.01862467,0.95354751
-0.524336265,0.880191766,0.586550181
-0.592108107,0.777201932,0.308438757
-0.613145634,0.702635643,0.263526433
-0.614547975,0.596895634,0.406405795
-0.612718349,0.57304714,0.721866414
-0.672571856,0.577559649,1.139762155
-0.645704527,0.600403934,1.505090674
-0.53298032,0.669091101,1.694625989
-0.368438833,0.813601279,1.691250959
-0.12045049,0.946354383,1.685907845
0.078440171,1.032339307,1.719459401
0.197906472,1.076491752,1.67785664
0.255587895,1.058002156,1.523619434
0.301910269,0.902573109,1.346094875
0.355131206,0.629683804,1.245475277
0.327575383,0.275271816,1.206122341
0.222448829,-0.118783031,1.17201958
0.098961273,-0.525565843,1.158687221
-0.0256562,-0.790569363,1.155191195
-0.166463505,-0.951702174,0.981414006
-0.247848204,-1.03981125,0.569299186
-0.281420183,-1.150903727,-0.076814944
-0.220905106,-1.352655549,-0.660448361
-0.124067073,-1.523494931,-0.969773837
-0.093578667,-1.682125404,-1.080593927
-0.238462719,-1.855857,-1.003578492
-0.608503215,-1.972481392,-0.683361619
-1.008437695,-2.046300661,-0.231888017
-1.202943053,-2.072480228,0.111674661
-1.162689953,-2.025593973,0.257009599
-0.921370603,-1.882200232,0.212155727
-0.581834989,-1.646764752,0.10176
-0.274789951,-1.347136493,-0.170126265
0.057741703,-1.103332413,-0.620936434
0.403346627,-0.991655414,-1.025971525
0.710232309,-0.962843746,-1.192796411
0.95413437,-0.905703809,-1.093577327
1.11395566,-0.975573464,-0.821287157
1.14603539,-1.096829607,-0.520425557
1.028381144,-1.263957275,-0.379590269
0.789627114,-1.310682786,-0.425260718
0.623248876,-1.205087737,-0.564738162
0.60306117,-0.849565742,-0.790299314
0.747419446,-0.25072365,-1.043906411
0.994504082,0.352864759,-1.152206626
1.211432941,0.88573771,-1.21433312
1.445486977,1.33407769,-1.290255499
1.633202383,1.585031057,-1.310143856
1.647092669,1.651513408,-1.218322482
1.349746676,1.540206996,-0.927670726
0.846580662,1.257112523,-0.552211858
0.437531001,0.980286464,-0.246694541
0.321240736,0.807403593,-0.02039806
0.447660035,0.660616118,0.170123927
0.653438993,0.594219108,0.253845582
0.833872352,0.630525516,0.177208917
0.834081611,0.664451751,0.239330734
0.699436555,0.626593437,0.438752067
0.461424941,0.639554626,0.541111787
0.279249634,0.698630499,0.494364649
0.217440974,0.759504947,0.291426832
0.166956987,0.854704858,-0.001900865
0.093795451,0.94846743,-0.212798701
0.05762509,1.073312538,-0.329159474
0.006426307,1.178411912,-0.409452908
-0.042832741,1.202055238,-0.359455828
0.039674277,1.36190853,-0.206330382
0.22930253,1.547643868,-0.024741643
0.367633289,1.587916257,0.258132465
0.356877575,1.579564024,0.86386607
0.268650864,1.505275968,1.56665895
0.195237472,1.289893096,2.00927003
0.014719138,1.154086449,2.195202352
-0.187468445,1.080869821,2.252376191
-0.248996534,1.034536525,2.050892665
-0.237589042,0.973897055,1.699916496
-0.205952087,0.829280494,1.299066582
-0.156866861,0.610475831,0.919080592
-0.149120704,0.293712897,0.69262746
-0.300531637,0.051089551,0.781705673
-0.484119551,0.208661455,1.341722067
0.26591753,-0.266156197,0.743152947
0.398094478,-0.569923455,0.286881005
0.239399616,-0.320080095,0.194154791
0.359655807,-0.313739786,-0.212283153
0.427433495,-0.580961567,-0.592168605
0.372480254,-0.723994658,-0.684432463
0.266883068,-0.802318837,-0.503305496
0.160038294,-0.869398569,-0.406160296
0.043739609,-0.673501319,-1.189541208
0.138604251,-0.590107581,-1.197806348
0.066904079,-0.889324921,-1.458566824
0.138192848,-0.775977358,-1.706293046
0.15245847,-0.924918797,-1.670138029
0.127695364,-1.197365618,-1.595359559
-0.162808051,-1.616024161,-1.124397413
-0.577165353,-2.243930435,-0.588357522
-1.021063807,-2.717451033,-0.431064435
-1.405106452,-2.810401119,-0.556508678
-1.547792629,-2.364080663,-0.955150853
-1.325523504,-1.813371611,-1.558274568
-0.962050111,-1.429312672,-1.979032713
-0.817103223,-0.895392258,-1.9416502
-0.8011571,-0.284582081,-1.619333724
-0.57945803,0.012634441,-1.23149176
-0.54696139,-0.067104282,-0.768697138
-0.826550485,-0.102612233,-0.663852032
-1.309913847,0.02066168,-0.990284126
-1.794769494,0.326461321,-1.417627495
-2.061750451,0.715449532,-1.879634766
-1.855239745,1.081384785,-2.326194876
-1.310826432,1.329979022,-2.470651278
-0.784331565,1.585399306,-2.272788865
-0.350353251,1.861113021,-1.974208069
-0.030848234,2.07968446,-1.576464304
0.163090795,2.213775535,-1.128053597
0.244661793,2.18341313,-0.757142894
0.179107334,2.073826966,-0.229887199
0.045272115,1.780904927,0.300093538
-0.088615966,1.546886328,0.904193989
-0.18992709,1.362280286,1.627581913
-0.197167672,1.074427806,1.961470168
-0.170703206,0.852521084,1.787909837
-0.194120414,0.658247051,1.363266375
-0.240689474,0.554865587,1.006620344
-0.169601237,0.519718286,0.88757194
-0.061596003,0.5499784,1.032608187
0.048113056,0.595603256,1.32941905
0.134997714,0.566567715,1.599752241
0.085000936,0.567076834,1.768232492
-0.042797944,0.663658555,1.80670923
-0.01729653,0.775226248,1.756528026
0.019219103,0.836769973,1.744748741
-0.018502036,0.887666048,1.641108334
0.008851278,0.895011734,1.490437295
0.054731744,0.812294288,1.493109729
0.055145969,0.607076251,1.591522173
0.041201213,0.323840909,1.704516099
-0.040776777,0.107210082,1.826908553
-0.117275513,-0.049327218,1.834068362
-0.09496687,-0.219577986,1.653900595
-0.049466133,-0.522256864,1.297350426
-0.026049583,-0.898676102,0.893888283
-0.066930734,-1.2366262,0.5164549
-0.143488634,-1.425882698,0.143452778
-0.17745595,-1.544625982,-0.157496501
-0.175188955,-1.694799007,-0.31205987
-0.318294454,-1.799306845,-0.31340544
-0.583303417,-1.827560295,-0.399215591
-0.928678953,-1.935161423,-0.612446838
-1.310033382,-2.076259746,-0.830787976
-1.687458143,-2.17929342,-0.953408978
-1.852026336,-2.163652783,-0.971433295
-1.847864978,-1.966825558,-0.965385247
-1.626323437,-1.66343064,-1.0459914
-1.185873187,-1.366784612,-1.236703357
-0.637375966,-1.232651451,-1.371260296
-0.052477937,-1.117176814,-1.337731536
0.577652881,-0.997784711,-1.06766781
1.159831714,-1.031081416,-0.649646396
1.500271876,-1.219485096,-0.101109427
1.522448929,-1.373880123,0.492297779
1.329083389,-1.388306124,0.868338831
1.11716147,-1.186375438,0.752949534
1.014785603,-0.835263076,0.281633168
1.037912869,-0.410842316,-0.356987976
1.087736638,-0.023244682,-0.948376245
1.156528435,0.365939929,-1.39162387
1.131804913,0.73116265,-1.606045788
0.971465078,0.981891561,-1.567645038
0.681019878,1.009842813,-1.369983116
0.355796319,0.929123847,-1.086021797
0.119760936,0.898954919,-0.746796857
0.093982242,0.809284,-0.403280356
0.216498725,0.633237698,-0.226600432
0.332853396,0.620486937,-0.160695589
0.420750437,0.709689069,-0.187411162
0.550388186,0.849937498,-0.321053909
0.660614803,0.935656464,-0.427823261
0.672820497,0.997654363,-0.522668368
0.565699591,1.071129933,-0.454821743
0.414292274,1.124898933,-0.301080211
0.313400106,1.24075234,-0.143907536
0.339665707,1.373605982,-0.037055181
0.447878573,1.43410166,0.007077391
0.48660998,1.464055484,-0.007153379
0.419077755,1.493385624,0.086367201
0.306213994,1.488258198,0.261465994
0.16202165,1.460712604,0.479474538
0.034574104,1.385876851,0.705296972
-0.051977732,1.261869947,0.882698196
-0.033653409,1.17695353,1.083949083
-0.014434987,1.099592642,1.302928518
0.023892771,1.004055462,1.436781108
0.096763142,0.893269859,1.5495611
0.134852123,0.847781196,1.703010955
0.101568204,0.83401103,1.789187602
0.094364191,0.786630854,1.731546729
0.137224843,0.654410834,1.506894509
0.015572503,0.440688588,1.235676352
-0.233763967,0.168901107,1.024600822
-0.427306508,-0.157186119,0.884717135
-0.446392864,-0.510347815,0.751599873
-0.375368742,-0.795901372,0.639863838
-0.233627919,-1.010642439,0.501711505
-0.067777688,-1.202151684,0.389006332
0.01255732,-1.238807051,0.332711613
0.137844254,-1.134129118,0.158619367
0.396573552,-0.981673534,-0.145598558
0.735844451,-0.966776409,-0.325001185
0.933813905,-1.02937052,-0.320615517
0.932253962,-1.0401228,-0.279132583
0.855307793,-1.059995376,-0.166505736
0.8051507,-1.100861639,0.00990297
0.762679851,-1.126287172,0.108083943
0.610987616,-1.128761453,0.20542145
0.497853514,-1.182506488,0.160306297
0.383680607,-1.377822723,-0.114441203
0.044885125,-1.464629485,-0.398386739
-0.408104342,-1.354632402,-0.521692216
-0.760113581,-1.132282029,-0.577954786
-0.912654285,-0.918662074,-0.800166043
-0.963832099,-0.782456199,-1.238193888
-1.096970038,-0.614904168,-1.576231665
-1.251884267,-0.355899597,-1.640953435
-1.209796426,-0.141661218,-1.444755156
-1.09063426,-0.084281042,-1.165094749
-1.258650401,-0.127384271,-1.069075923
-1.744215803,-0.144951492,-1.351919636
-2.261821042,0.05340835,-1.707759611
-2.521109546,0.372152812,-1.94099612
-2.570374804,0.664566317,-2.208297396
-2.343612314,0.896134601,-2.365780452
-1.966332806,1.18246031,-2.073646349
-1.468288738,1.40894676,-1.439017489
-0.863184079,1.418378021,-0.737055215
-0.430867013,1.265339085,-0.168882402
-0.21495482,1.141201248,0.27833588
-0.092178198,1.040954575,0.673428838
-0.033243614,1.018335332,0.983583167
0.026229269,0.924810076,1.244509647
-0.027757104,0.73211542,1.421101309
-0.193484253,0.534461097,1.437422913
-0.443019333,0.405484004,1.364281689
-0.746578903,0.361583487,1.256764733
-0.90649474,0.436299998,0.999786698
-0.72911412,0.466440869,0.670695029
-0.369953622,0.446686952,0.458802922
-0.104308388,0.378732775,0.490786206
-0.038634897,0.451506919,0.871428029
-0.028680133,0.622075083,1.385676944
0.075535298,0.775130386,1.779329056
0.222389098,0.817459123,2.006848356
0.452106054,0.785038617,2.020924812
0.560319249,0.723901719,1.920789198
0.508585665,0.631501083,1.691956477
0.349729018,0.559685555,1.389871473
0.200326392,0.451731376,0.909616598
0.202031607,0.208949624,0.447363828
0.208810526,-0.038423546,0.320071327
0.207973564,-0.237136439,0.426948817
0.193736365,-0.362933148,0.441460742
0.144686923,-0.652241089,0.307422858
-0.02439798,-0.948873088,0.00676701
-0.2158881,-1.247857788,-0.239683201
-0.372297043,-1.477004982,-0.388974183
-0.430573145,-1.671008966,-0.651021776
-0.488210072,-1.832319472,-0.953334159
-0.577015167,-1.916739631,-1.062783545
-0.62007821,-1.925723732,-1.013991749
-0.534543515,-1.906891021,-1.043155885
-0.357656012,-1.865893825,-1.125703819
-0.086736509,-1.814147271,-1.190829495
0.325177784,-1.739466417,-1.109585044
0.668878628,-1.638206182,-0.879523658
0.789194348,-1.492685951,-0.604419015
0.814366345,-1.259220894,-0.286726692
0.854736715,-1.117234097,0.024699557
0.97391649,-1.066575339,0.295656433
1.232437224,-0.875141497,0.409364645
1.519481457,-0.484330162,0.416294152
1.689278783,0.011368951,0.171448454
1.786865589,0.401928942,-0.295112827
1.853120268,0.698623485,-0.808098005
1.822175241,0.89919808,-1.206702187
1.716270396,0.965917747,-1.293345282
1.530231838,0.940284124,-1.089034423
1.290144586,0.898279212,-0.765684513
1.155707036,0.828078133,-0.456766447
0.998420598,0.865450709,-0.251464824
0.908945859,0.906837197,-0.192130007
0.974055314,0.861568314,-0.29713878
1.01205194,0.816276051,-0.494461095
1.027884958,0.781915516,-0.55035074
0.983175317,0.789369924,-0.391339743
0.723857003,0.819044347,-0.176481187
0.342643334,0.919016295,0.108226566
-0.000141874,0.970362451,0.275617853
-0.250974502,1.036771152,0.321128143
-0.369505293,1.149225565,0.217731481
-0.318224859,1.266521572,-0.02641922
-0.168802524,1.406855341,-0.37576808
-0.052902482,1.536768254,-0.616149785
0.065337455,1.624648782,-0.728860803
0.126113447,1.657799356,-0.676865242
0.108445835,1.656880488,-0.44272857
0.142023695,1.620254346,-0.054899465
0.203998505,1.603753293,0.434990669
0.263458629,1.649260076,0.928873087
0.279202141,1.642949578,1.348400814
0.322213198,1.501743118,1.740777499
0.340157509,1.296621527,1.94503049
0.363357219,1.092318267,1.824951574
0.332217875,0.818580821,1.494834653
0.090760906,0.590449526,1.111262622
-0.134806457,0.470794973,0.697733258
-0.107527039,0.306579978,0.441598689
0.112478196,0.077509356,0.325388138
0.396529384,-0.170700266,0.324894217
0.755104593,-0.390754637,0.390031583
1.02931689,-0.579344195,0.46178749
1.106369589,-0.775856947,0.580572275
0.836497148,-0.907827377,0.53056935
0.477858664,-1.070910153,0.340156668
0.162153094,-1.104033255,0.059713587
-0.002827259,-1.092154016,-0.27589667
-0.039562012,-1.188562134,-0.724925801
0.014003537,-1.201459025,-1.095685113
0.1201324,-1.099006367,-1.303787181
0.23981249,-1.013157637,-1.369844584
0.411487263,-1.055935287,-1.400011174
0.382972312,-1.16137193,-1.306135205
0.146448434,-1.355780987,-1.167014319
-0.203173032,-1.538798883,-1.079261217
-0.582846504,-1.528874286,-0.903336495
-0.837463143,-1.416101893,-0.831259101
-0.89431703,-1.343500183,-0.824387461
-0.892882467,-1.202204875,-0.782072753
-0.780978236,-1.049687917,-0.753724026
-0.720671578,-0.958455156,-0.828685451
-1.012883277,-0.781890382,-1.152418808
-1.360928726,-0.675737115,-1.622396619
-1.679480881,-0.419497916,-1.766378389
-1.945108524,0.002594108,-1.846648442
-2.034283183,0.341287718,-1.914201637
-1.916995944,0.671343264,-1.79417182
-1.564243997,1.010426166,-1.583224884
-1.093065651,1.313301444,-1.411543207
-0.635730099,1.576163276,-1.270315704
-0.345806621,1.714585658,-1.0982196
-0.263147846,1.723342965,-0.853538737
-0.391931827,1.619536553,-0.460439583
-0.565696047,1.452754338,0.073567925
-0.700353085,1.224952714,0.553806433
-0.766115305,0.947464975,0.921798619
-0.771683315,0.587526917,1.197574877
-0.796396754,0.311850027,1.358634623
-0.774098778,0.190769825,1.432930863
-0.653988663,0.253494869,1.226679976
-0.438574226,0.430060811,0.956520973
-0.227934603,0.598583733,0.79329908
0.012176376,0.806003079,0.713895289
0.274785238,1.006442649,0.79547584
0.465136801,1.209928747,1.040427336
0.627641777,1.296409346,1.373672618
0.630190439,1.327556764,1.64567345
0.431509731,1.323292092,1.797577829
0.296379742,1.258268123,1.782749678
0.18396736,1.114008121,1.671302981
0.077372395,1.018760863,1.42853935
0.103379199,0.857621622,1.08318862
0.165038714,0.606579408,0.796481217
0.198973699,0.287118906,0.587035918
0.128735868,-0.106503395,0.457971732
-0.185340639,-0.475270072,0.490105238
-0.450113821,-0.821189542,0.523740381
-0.453762407,-1.20807406,0.451603366
-0.394440888,-1.494684431,0.409952674
-0.339246933,-1.786945376,0.27788346
-0.322863004,-1.994834093,0.06526713
-0.332434148,-2.035761147,-0.057213003
-0.236985486,-1.951502901,-0.125566408
-0.132065597,-1.951642602,-0.137998019
-0.147145604,-1.87298466,-0.133685417
-0.09240849,-1.756924916,-0.179852709
0.001947956,-1.615163745,-0.106781628
0.232518497,-1.430092424,-0.015071897
0.580479409,-1.377322373,-0.149452895
0.858438346,-1.276658351,-0.443073438
1.003188762,-1.173150046,-0.611471271
0.996055987,-1.172684182,-0.667325845
0.868779999,-1.162187922,-0.614000498
0.775029337,-1.113290328,-0.484974305
0.88114629,-0.929665114,-0.353366863
1.097553976,-0.645855187,-0.320763986
1.36447765,-0.336850028,-0.515481671
1.601719742,-0.016472996,-0.888024944
1.713493333,0.208618785,-1.302740302
1.534182329,0.332039998,-1.481427475
1.043483655,0.488375053,-1.303204997
0.487259639,0.635543052,-0.99469259
0.012956951,0.757399499,-0.740513831
-0.208058192,0.860126883,-0.551320462
-0.053422451,1.020926517,-0.52663961
0.292927373,1.176982171,-0.616596359
0.546535821,1.252241703,-0.745070764
0.651242506,1.309315004,-0.802475489
0.623338162,1.384585642,-0.650662295
0.478603235,1.347280286,-0.267678877
0.186184031,1.279651103,0.182225868
-0.18732268,1.233808805,0.5531506
-0.481069114,1.160443709,0.814092277
-0.614912936,1.171886309,0.906698665
-0.681906598,1.252052902,0.890111103
-0.566458848,1.361784027,0.739506115
-0.249092432,1.510895561,0.41318508
0.139868416,1.771826133,0.115614338
0.447075842,1.909191115,0.028013796
0.573112315,1.930366005,0.197319392
0.554314164,1.839680356,0.532277908
0.489813342,1.721384816,0.961325158
0.34900169,1.586154508,1.486658946
0.08059976,1.389762168,2.042407745
-0.240099928,1.090838842,2.335731936
-0.395263785,0.737599405,2.405864041
-0.362759363,0.417905094,2.234180025
-0.093024503,0.225595054,1.74767778
0.300926993,0.138324183,1.046225209
0.628004473,0.126805594,0.52120531
0.84513397,0.177997437,0.134718267
0.959272682,0.099283966,-0.063068743
0.905418854,-0.154492643,-0.10407763
0.623259544,-0.509762709,0.002346855
0.318051877,-0.898147694,0.1610124
0.075011256,-1.210340835,0.114578565
-0.233777046,-1.394379306,-0.226253226
-0.373566734,-1.408142458,-0.612611089
-0.204907363,-1.290758772,-0.862499458
0.167809001,-1.070427338,-1.006347957
0.619378537,-0.853989988,-1.128230707
0.880779649,-0.826343272,-1.151784017
0.812423833,-0.890741802,-1.105075457
0.529125472,-0.988389106,-1.066173187
0.278047345,-1.289326109,-1.072960071
-0.020789745,-1.641158018,-1.149763325
-0.384177816,-1.930896166,-1.15758715
-0.820600636,-2.12275554,-1.036521561
-1.087219337,-2.142566156,-0.893189195
-1.087705074,-2.159954513,-0.801211753
-1.024351158,-2.145723743,-0.709563981
-1.080742907,-1.870381784,-0.556462501
-1.194046995,-1.272981124,-0.506820226
-1.13956371,-0.665374127,-0.851537334
-1.214132556,-0.154639942,-1.446854174
-1.465006647,0.272789936,-2.010646579
-1.696370933,0.584109217,-2.360914308
-1.789846504,0.830244371,-2.534236738
-1.686721792,0.942665466,-2.546740831
-1.536258112,1.059504377,-2.218226085
-1.309909025,1.23894383,-1.578779011
-1.036309672,1.341777597,-0.963486135
-0.780548539,1.404954476,-0.510739445
-0.56903922,1.467311856,-0.120886141
-0.373222999,1.451183728,0.280859845
-0.231048022,1.421618611,0.715012894
-0.150233615,1.453941502,1.098839778
-0.144485975,1.395245567,1.440328572
-0.140897147,1.193962532,1.671747802
-0.207876333,0.817048205,1.795251432
-0.265646257,0.416420993,1.973495537
-0.273875065,0.088377956,2.197329427
-0.275890423,-0.148569682,2.414000001
-0.249512156,-0.197470784,2.446652563
-0.159729703,-0.096616208,2.148150093
0.03793211,0.091245621,1.669064847
0.284567577,0.338887671,1.298823421
0.429582161,0.577319995,1.038309029
0.441965038,0.760678083,1.01946229
0.427349872,0.879717134,1.096199492
0.447007051,0.906160905,1.180028699
0.434044876,0.805213974,1.264479837
0.360085066,0.554211507,1.212020751
0.199736792,0.160841135,1.034288103
-0.068331595,-0.202009596,0.908633432
-0.349772492,-0.406387675,0.825364782
-0.378806096,-0.561442043,0.632290188
-0.256622974,-0.636568888,0.344734644
-0.035152105,-0.747220051,0.044303837
0.186312827,-0.987160441,-0.288209039
0.166217184,-1.229659868,-0.566231031
-0.005716551,-1.43277538,-0.597437485
-0.283800612,-1.563564491,-0.345292862
-0.69935896,-1.658915209,-0.103646837
-1.026663599,-1.705893233,-0.069980714
-1.098280536,-1.719199289,-0.121863462
-0.842538985,-1.829384588,-0.186042796
-0.418338261,-1.845793286,-0.254327812
0.053596127,-1.671836649,-0.40588031
0.573724199,-1.476595817,-0.576045153
0.994061306,-1.266052786,-0.585992547
1.298595896,-1.010246133,-0.317158655
1.464150615,-0.868555104,0.140146137
1.342245799,-0.876851224,0.426691627
0.977615929,-0.948825157,0.473069932
0.566609509,-0.991213516,0.246158534
0.450049085,-0.80487086,-0.357723305
0.715261243,-0.426519193,-0.96780283
1.247718088,-0.100855745,-1.339893098
1.667537199,0.072812138,-1.654610789
1.836634997,0.2061673,-1.795851152
